dataset,example_id,semantic_label,representation_label,repeat,execution_order,semantic_plan_sha256,reference_plan_sha256,a2_latency_s,a3_latency_s,runtime_gain,speedup,a2_exact_a1,a3_exact_a2,answer_or_correctness_changed,generation_reference_opportunity,total_row_removal_fraction,prompt_len,gen_length,nfe
humaneval,HumanEval/21,safe_c095_s2,robust_delayed_one_update,1,A3_then_A2,153ff228f0a674713c5650743e85ccb95d6571e99e2f50b10b81e206b142801a,24ca2659c2327d15b79076c418ea1b86fe7f2f19d2a98b8e38fad3e60ae47eba,8.026519323000684,8.024131122045219,0.0002975388034788251,1.0002976273591673,1,1,0,0.49339430894308944,0.2177740398093636,162,128,123
humaneval,HumanEval/21,safe_c095_s2,robust_delayed_one_update,2,A2_then_A3,153ff228f0a674713c5650743e85ccb95d6571e99e2f50b10b81e206b142801a,24ca2659c2327d15b79076c418ea1b86fe7f2f19d2a98b8e38fad3e60ae47eba,8.03172029205598,8.012100338935852,0.0024428083158639646,1.0024487902410284,1,1,0,0.49339430894308944,0.2177740398093636,162,128,123
humaneval,HumanEval/21,safe_c095_s2,robust_delayed_one_update,3,A3_then_A2,153ff228f0a674713c5650743e85ccb95d6571e99e2f50b10b81e206b142801a,24ca2659c2327d15b79076c418ea1b86fe7f2f19d2a98b8e38fad3e60ae47eba,8.029181018006057,8.017984339036047,0.0013944982613917078,1.0013964456023563,1,1,0,0.49339430894308944,0.2177740398093636,162,128,123
humaneval,HumanEval/21,safe_c095_s2,robust_delayed_one_update,4,A2_then_A3,153ff228f0a674713c5650743e85ccb95d6571e99e2f50b10b81e206b142801a,24ca2659c2327d15b79076c418ea1b86fe7f2f19d2a98b8e38fad3e60ae47eba,8.029570576036349,8.014516798080876,0.0018747924080023681,1.0018783138565606,1,1,0,0.49339430894308944,0.2177740398093636,162,128,123
humaneval,HumanEval/21,aggressive_c090_age4_s8,robust_delayed_one_update,0,A2_then_A3,d91dcac14ab1283c2c13d0d6556b013a6e5d6ac0336ba3624b57fbea9e1fbe0d,b0582cb57f830b3eabacab4471f8bec37446501f3f5103f563d836c715dd0054,7.63756568194367,7.6288997798692435,0.001134641904934952,1.0011359307795986,1,1,0,0.4986645299145299,0.22010020630710286,162,128,117
humaneval,HumanEval/21,aggressive_c090_age4_s8,robust_delayed_one_update,1,A3_then_A2,d91dcac14ab1283c2c13d0d6556b013a6e5d6ac0336ba3624b57fbea9e1fbe0d,b0582cb57f830b3eabacab4471f8bec37446501f3f5103f563d836c715dd0054,7.643070729915053,7.622028297977522,0.0027531384545703697,1.002760739151692,1,1,0,0.4986645299145299,0.22010020630710286,162,128,117
humaneval,HumanEval/21,aggressive_c090_age4_s8,robust_delayed_one_update,2,A2_then_A3,d91dcac14ab1283c2c13d0d6556b013a6e5d6ac0336ba3624b57fbea9e1fbe0d,b0582cb57f830b3eabacab4471f8bec37446501f3f5103f563d836c715dd0054,7.6386230669450015,7.628070433856919,0.0013814836778301975,1.0013833948151873,1,1,0,0.4986645299145299,0.22010020630710286,162,128,117
humaneval,HumanEval/21,aggressive_c090_age4_s8,robust_delayed_one_update,3,A3_then_A2,d91dcac14ab1283c2c13d0d6556b013a6e5d6ac0336ba3624b57fbea9e1fbe0d,b0582cb57f830b3eabacab4471f8bec37446501f3f5103f563d836c715dd0054,7.643264550017193,7.625164338154718,0.002368125785000341,1.0023737471167546,1,1,0,0.4986645299145299,0.22010020630710286,162,128,117
humaneval,HumanEval/21,aggressive_c090_age4_s8,robust_delayed_one_update,4,A2_then_A3,d91dcac14ab1283c2c13d0d6556b013a6e5d6ac0336ba3624b57fbea9e1fbe0d,b0582cb57f830b3eabacab4471f8bec37446501f3f5103f563d836c715dd0054,7.639763093087822,7.635036553954706,0.0006186761389751494,1.0006190591360913,1,1,0,0.4986645299145299,0.22010020630710286,162,128,117
humaneval,HumanEval/22,safe_c095_s2,robust_delayed_one_update,0,A2_then_A3,564ca9b2d5c49bfcb87dfb7a6b98cfaf30434c90a51f1f7fd8f21258ef8f89b4,9a7c886d680638279aae254c48cfefe51028da3f54a8b4469287fdfd1ad104aa,7.709768983069807,7.652303340146318,0.007453614116023521,1.0075095876847964,1,1,0,0.4953633130081301,0.24768165650406504,128,128,123
humaneval,HumanEval/22,safe_c095_s2,robust_delayed_one_update,1,A3_then_A2,564ca9b2d5c49bfcb87dfb7a6b98cfaf30434c90a51f1f7fd8f21258ef8f89b4,9a7c886d680638279aae254c48cfefe51028da3f54a8b4469287fdfd1ad104aa,7.7111387508921325,7.654608459910378,0.00733099128519954,1.0073851316207514,1,1,0,0.4953633130081301,0.24768165650406504,128,128,123
humaneval,HumanEval/22,safe_c095_s2,robust_delayed_one_update,2,A2_then_A3,564ca9b2d5c49bfcb87dfb7a6b98cfaf30434c90a51f1f7fd8f21258ef8f89b4,9a7c886d680638279aae254c48cfefe51028da3f54a8b4469287fdfd1ad104aa,7.715010033920407,7.651946650119498,0.008174115590730224,1.0082414824206758,1,1,0,0.4953633130081301,0.24768165650406504,128,128,123
humaneval,HumanEval/22,safe_c095_s2,robust_delayed_one_update,3,A3_then_A2,564ca9b2d5c49bfcb87dfb7a6b98cfaf30434c90a51f1f7fd8f21258ef8f89b4,9a7c886d680638279aae254c48cfefe51028da3f54a8b4469287fdfd1ad104aa,7.713577077025548,7.654212759109214,0.007696081509724784,1.0077557705520643,1,1,0,0.4953633130081301,0.24768165650406504,128,128,123
humaneval,HumanEval/22,safe_c095_s2,robust_delayed_one_update,4,A2_then_A3,564ca9b2d5c49bfcb87dfb7a6b98cfaf30434c90a51f1f7fd8f21258ef8f89b4,9a7c886d680638279aae254c48cfefe51028da3f54a8b4469287fdfd1ad104aa,7.708762275986373,7.655344823142514,0.006929446120067961,1.0069777983981043,1,1,0,0.4953633130081301,0.24768165650406504,128,128,123
humaneval,HumanEval/22,aggressive_c090_age4_s8,robust_delayed_one_update,0,A2_then_A3,a06bb36b7bdb36829220315e32344e56ca60923f858350227ff4c325bbbbbc0c,1cf85b162e533ccd3443f796e26a32df9775d05cf2d1cbcc42316bd5c3e1e499,7.148580575827509,7.096295139985159,0.0073141003710792685,1.0073679905938155,1,1,0,0.49492872807017546,0.24746436403508773,128,128,114
humaneval,HumanEval/22,aggressive_c090_age4_s8,robust_delayed_one_update,1,A3_then_A2,a06bb36b7bdb36829220315e32344e56ca60923f858350227ff4c325bbbbbc0c,1cf85b162e533ccd3443f796e26a32df9775d05cf2d1cbcc42316bd5c3e1e499,7.149527654051781,7.094273915980011,0.007728306084732184,1.0077884979810703,1,1,0,0.49492872807017546,0.24746436403508773,128,128,114
humaneval,HumanEval/22,aggressive_c090_age4_s8,robust_delayed_one_update,2,A2_then_A3,a06bb36b7bdb36829220315e32344e56ca60923f858350227ff4c325bbbbbc0c,1cf85b162e533ccd3443f796e26a32df9775d05cf2d1cbcc42316bd5c3e1e499,7.151276094838977,7.09861548198387,0.0073638064251373425,1.0074184343395918,1,1,0,0.49492872807017546,0.24746436403508773,128,128,114
humaneval,HumanEval/22,aggressive_c090_age4_s8,robust_delayed_one_update,3,A3_then_A2,a06bb36b7bdb36829220315e32344e56ca60923f858350227ff4c325bbbbbc0c,1cf85b162e533ccd3443f796e26a32df9775d05cf2d1cbcc42316bd5c3e1e499,7.149659521877766,7.093114901101217,0.007908715177768144,1.0079717615694863,1,1,0,0.49492872807017546,0.24746436403508773,128,128,114
humaneval,HumanEval/22,aggressive_c090_age4_s8,robust_delayed_one_update,4,A2_then_A3,a06bb36b7bdb36829220315e32344e56ca60923f858350227ff4c325bbbbbc0c,1cf85b162e533ccd3443f796e26a32df9775d05cf2d1cbcc42316bd5c3e1e499,7.152142711915076,7.09773225011304,0.00760757495951403,1.0076658938213918,1,1,0,0.49492872807017546,0.24746436403508773,128,128,114
humaneval,HumanEval/23,safe_c095_s2,robust_delayed_one_update,0,A2_then_A3,0c13f80254c891228ba3a6135ca37ab2974ea902ddf274ba4706070bcd42ab22,391da5052d6910a52114da4958f442fcbeb5cabb8ff5f9585d4e02459764d7bf,7.187287641922012,7.154378165956587,0.004578844983672448,1.0045999072458907,1,1,0,0.4908961776859504,0.3065107841161056,77,128,121
humaneval,HumanEval/23,safe_c095_s2,robust_delayed_one_update,1,A3_then_A2,0c13f80254c891228ba3a6135ca37ab2974ea902ddf274ba4706070bcd42ab22,391da5052d6910a52114da4958f442fcbeb5cabb8ff5f9585d4e02459764d7bf,7.1870433709118515,7.1548066241666675,0.004485397552442261,1.0045056069910119,1,1,0,0.4908961776859504,0.3065107841161056,77,128,121
humaneval,HumanEval/23,safe_c095_s2,robust_delayed_one_update,2,A2_then_A3,0c13f80254c891228ba3a6135ca37ab2974ea902ddf274ba4706070bcd42ab22,391da5052d6910a52114da4958f442fcbeb5cabb8ff5f9585d4e02459764d7bf,7.188655917998403,7.15784150804393,0.004286532879856253,1.004304986345373,1,1,0,0.4908961776859504,0.3065107841161056,77,128,121
humaneval,HumanEval/23,safe_c095_s2,robust_delayed_one_update,3,A3_then_A2,0c13f80254c891228ba3a6135ca37ab2974ea902ddf274ba4706070bcd42ab22,391da5052d6910a52114da4958f442fcbeb5cabb8ff5f9585d4e02459764d7bf,7.186766280094162,7.157161226961762,0.004119384432244577,1.0041364239526804,1,1,0,0.4908961776859504,0.3065107841161056,77,128,121
humaneval,HumanEval/23,safe_c095_s2,robust_delayed_one_update,4,A2_then_A3,0c13f80254c891228ba3a6135ca37ab2974ea902ddf274ba4706070bcd42ab22,391da5052d6910a52114da4958f442fcbeb5cabb8ff5f9585d4e02459764d7bf,7.188081971835345,7.152585422853008,0.004938250443083603,1.0049627577839089,1,1,0,0.4908961776859504,0.3065107841161056,77,128,121
humaneval,HumanEval/23,aggressive_c090_age4_s8,robust_delayed_one_update,0,A2_then_A3,19a2a1a372d717c7d7080dfe74204fa5295eb46a7ce352e93401e3f12d917afd,f2bee35e6b281b63ff115b358ea88f1e32ee76bfb53bfaa8d0d1ae3ca12c03c7,6.65505587705411,6.618874294916168,0.0054367059881033075,1.0054664253354582,1,1,0,0.49560546875,0.3094512195121951,77,128,112
humaneval,HumanEval/23,aggressive_c090_age4_s8,robust_delayed_one_update,1,A3_then_A2,19a2a1a372d717c7d7080dfe74204fa5295eb46a7ce352e93401e3f12d917afd,f2bee35e6b281b63ff115b358ea88f1e32ee76bfb53bfaa8d0d1ae3ca12c03c7,6.653736816952005,6.622299732873216,0.004724726111603239,1.0047471551193514,1,1,0,0.49560546875,0.3094512195121951,77,128,112
humaneval,HumanEval/23,aggressive_c090_age4_s8,robust_delayed_one_update,2,A2_then_A3,19a2a1a372d717c7d7080dfe74204fa5295eb46a7ce352e93401e3f12d917afd,f2bee35e6b281b63ff115b358ea88f1e32ee76bfb53bfaa8d0d1ae3ca12c03c7,6.654607380973175,6.617738739820197,0.0055403180146123,1.005571184146502,1,1,0,0.49560546875,0.3094512195121951,77,128,112
humaneval,HumanEval/23,aggressive_c090_age4_s8,robust_delayed_one_update,3,A3_then_A2,19a2a1a372d717c7d7080dfe74204fa5295eb46a7ce352e93401e3f12d917afd,f2bee35e6b281b63ff115b358ea88f1e32ee76bfb53bfaa8d0d1ae3ca12c03c7,6.656030446989462,6.617645278107375,0.005766976156103443,1.0058004270807734,1,1,0,0.49560546875,0.3094512195121951,77,128,112
humaneval,HumanEval/23,aggressive_c090_age4_s8,robust_delayed_one_update,4,A2_then_A3,19a2a1a372d717c7d7080dfe74204fa5295eb46a7ce352e93401e3f12d917afd,f2bee35e6b281b63ff115b358ea88f1e32ee76bfb53bfaa8d0d1ae3ca12c03c7,6.652663831831887,6.619441549992189,0.0049938314454933685,1.005018894960971,1,1,0,0.49560546875,0.3094512195121951,77,128,112
humaneval,HumanEval/24,safe_c095_s2,robust_delayed_one_update,0,A2_then_A3,46647ed6188fb39e6a45c72a4e9dcca02a5cae0a75a2c32ef52d49b58852f824,1497aadd6a2f8c29675c51b496eed1935eb70bb7ab2b2c506ed635d3dc4cfc8b,7.433548191096634,7.388538783183321,0.006054902283033736,1.0060917874608382,1,1,0,0.4874621975806452,0.2929350295320309,85,128,124
humaneval,HumanEval/24,safe_c095_s2,robust_delayed_one_update,1,A3_then_A2,46647ed6188fb39e6a45c72a4e9dcca02a5cae0a75a2c32ef52d49b58852f824,1497aadd6a2f8c29675c51b496eed1935eb70bb7ab2b2c506ed635d3dc4cfc8b,7.423766489140689,7.400280748959631,0.0031635882156871853,1.003173628268679,1,1,0,0.4874621975806452,0.2929350295320309,85,128,124
humaneval,HumanEval/24,safe_c095_s2,robust_delayed_one_update,2,A2_then_A3,46647ed6188fb39e6a45c72a4e9dcca02a5cae0a75a2c32ef52d49b58852f824,1497aadd6a2f8c29675c51b496eed1935eb70bb7ab2b2c506ed635d3dc4cfc8b,7.431420354871079,7.386229548137635,0.006081045691867404,1.0061182510560938,1,1,0,0.4874621975806452,0.2929350295320309,85,128,124
humaneval,HumanEval/24,safe_c095_s2,robust_delayed_one_update,3,A3_then_A2,46647ed6188fb39e6a45c72a4e9dcca02a5cae0a75a2c32ef52d49b58852f824,1497aadd6a2f8c29675c51b496eed1935eb70bb7ab2b2c506ed635d3dc4cfc8b,7.4240671179722995,7.396536719985306,0.0037082636174378125,1.0037220660194395,1,1,0,0.4874621975806452,0.2929350295320309,85,128,124
humaneval,HumanEval/24,safe_c095_s2,robust_delayed_one_update,4,A2_then_A3,46647ed6188fb39e6a45c72a4e9dcca02a5cae0a75a2c32ef52d49b58852f824,1497aadd6a2f8c29675c51b496eed1935eb70bb7ab2b2c506ed635d3dc4cfc8b,7.430283471010625,7.390875537181273,0.005303691842054592,1.0053319709730062,1,1,0,0.4874621975806452,0.2929350295320309,85,128,124
humaneval,HumanEval/24,aggressive_c090_age4_s8,robust_delayed_one_update,0,A2_then_A3,f45b073d88a44764230672ebae16ae56ac6e409f4218ce4924b5f8e741772bc1,88d4974414294d948380eb0feea1bfc9326f8aee4d643299f784aebf297b50d1,7.017122083110735,6.971138939028606,0.00655299188720182,1.0065962168426579,1,1,0,0.5051415598290598,0.3035592472212191,85,128,117
humaneval,HumanEval/24,aggressive_c090_age4_s8,robust_delayed_one_update,1,A3_then_A2,f45b073d88a44764230672ebae16ae56ac6e409f4218ce4924b5f8e741772bc1,88d4974414294d948380eb0feea1bfc9326f8aee4d643299f784aebf297b50d1,7.013638707110658,6.982150761876255,0.004489530548883236,1.0045097773319838,1,1,0,0.5051415598290598,0.3035592472212191,85,128,117
humaneval,HumanEval/24,aggressive_c090_age4_s8,robust_delayed_one_update,2,A2_then_A3,f45b073d88a44764230672ebae16ae56ac6e409f4218ce4924b5f8e741772bc1,88d4974414294d948380eb0feea1bfc9326f8aee4d643299f784aebf297b50d1,7.019548364914954,6.976941598113626,0.006069730499227544,1.0061067971119104,1,1,0,0.5051415598290598,0.3035592472212191,85,128,117
humaneval,HumanEval/24,aggressive_c090_age4_s8,robust_delayed_one_update,3,A3_then_A2,f45b073d88a44764230672ebae16ae56ac6e409f4218ce4924b5f8e741772bc1,88d4974414294d948380eb0feea1bfc9326f8aee4d643299f784aebf297b50d1,7.010481016943231,6.983485156903043,0.003850785698576664,1.0038656715713792,1,1,0,0.5051415598290598,0.3035592472212191,85,128,117
humaneval,HumanEval/24,aggressive_c090_age4_s8,robust_delayed_one_update,4,A2_then_A3,f45b073d88a44764230672ebae16ae56ac6e409f4218ce4924b5f8e741772bc1,88d4974414294d948380eb0feea1bfc9326f8aee4d643299f784aebf297b50d1,7.018278155010194,6.974748533917591,0.006202322012775707,1.006241030896085,1,1,0,0.5051415598290598,0.3035592472212191,85,128,117
